kilavuz_kodu,universite_adi,birim_adi,birim_grup_adi,il_kodu,il_adi,universite_turu,ogretim_turu,burs_orani,puan_turu,kaynak,cekme_tarihi,yil,genel_kontenjan,sehit_gazi_kontenjan,depremzede_kontenjan,okul_birincisi_kontenjan,taban_puan,taban_siralama
203910363,KOÇ ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2025,18.0,,,,547.69436,113.0
203910363,KOÇ ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2024,18.0,2.0,1.0,,550.88113,122.0
203910363,KOÇ ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2023,15.0,,,,552.72452,98.0
203910363,KOÇ ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2022,16.0,,,,550.07491,156.0
202110408,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ (ANKARA),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,6.0,ANKARA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2025,42.0,,,,543.70192,299.0
202110408,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ (ANKARA),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,6.0,ANKARA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2024,42.0,3.0,1.0,,547.38649,286.0
202110408,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ (ANKARA),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,6.0,ANKARA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2023,42.0,,,,549.81483,242.0
202110408,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ (ANKARA),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,6.0,ANKARA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2022,42.0,,,,546.6008,350.0
108410336,ORTA DOĞU TEKNİK ÜNİVERSİTESİ (ANKARA),Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,6.0,ANKARA,DEVLET,,,SAY,yokatlas_api,2026-07-22,2025,105.0,,,,534.56656,1204.0
108410336,ORTA DOĞU TEKNİK ÜNİVERSİTESİ (ANKARA),Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,6.0,ANKARA,DEVLET,,,SAY,yokatlas_api,2026-07-22,2024,110.0,,,3.0,539.85314,945.0
108410336,ORTA DOĞU TEKNİK ÜNİVERSİTESİ (ANKARA),Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,6.0,ANKARA,DEVLET,,,SAY,yokatlas_api,2026-07-22,2023,110.0,,,,544.8625,716.0
108410336,ORTA DOĞU TEKNİK ÜNİVERSİTESİ (ANKARA),Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,6.0,ANKARA,DEVLET,,,SAY,yokatlas_api,2026-07-22,2022,105.0,,,,541.13361,878.0
105510608,İSTANBUL TEKNİK ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2025,105.0,,,,533.13588,1435.0
105510608,İSTANBUL TEKNİK ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2024,105.0,,,3.0,536.3077,1348.0
105510608,İSTANBUL TEKNİK ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2023,105.0,,,,542.06013,1147.0
105510608,İSTANBUL TEKNİK ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2022,100.0,,,,539.22704,1179.0
102210277,BOĞAZİÇİ ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2025,80.0,,,,533.05003,1448.0
102210277,BOĞAZİÇİ ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2024,80.0,,,2.0,539.31607,1008.0
102210277,BOĞAZİÇİ ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2023,105.0,,,,544.50335,775.0
102210277,BOĞAZİÇİ ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2022,100.0,,,,547.16431,315.0
205410114,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ (ANKARA),Bilgisayar Mühendisliği (Burslu),Bilgisayar Mühendisliği,6.0,ANKARA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2025,13.0,,,,528.36341,2225.0
205410114,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ (ANKARA),Bilgisayar Mühendisliği (Burslu),Bilgisayar Mühendisliği,6.0,ANKARA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2024,13.0,2.0,1.0,,532.97144,1804.0
205410114,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ (ANKARA),Bilgisayar Mühendisliği (Burslu),Bilgisayar Mühendisliği,6.0,ANKARA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2023,13.0,,,,539.92305,1511.0
205410114,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ (ANKARA),Bilgisayar Mühendisliği (Burslu),Bilgisayar Mühendisliği,6.0,ANKARA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2022,13.0,,,,536.88931,1578.0
204810176,ÖZYEĞİN ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2025,10.0,,,,526.43096,2615.0
204810176,ÖZYEĞİN ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2024,10.0,1.0,1.0,,533.51781,1734.0
204810176,ÖZYEĞİN ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2023,8.0,,,,539.80868,1534.0
204810176,ÖZYEĞİN ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2022,9.0,,,,538.40974,1326.0
202110735,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ (ANKARA),Bilgisayar Mühendisliği (İngilizce) (%50 İndirimli),Bilgisayar Mühendisliği,6.0,ANKARA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2025,35.0,,,,514.33784,5731.0
202110735,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ (ANKARA),Bilgisayar Mühendisliği (İngilizce) (%50 İndirimli),Bilgisayar Mühendisliği,6.0,ANKARA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2024,35.0,,,,529.39487,2392.0
202110735,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ (ANKARA),Bilgisayar Mühendisliği (İngilizce) (%50 İndirimli),Bilgisayar Mühendisliği,6.0,ANKARA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2023,35.0,,,,536.07254,2364.0
202110735,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ (ANKARA),Bilgisayar Mühendisliği (İngilizce) (%50 İndirimli),Bilgisayar Mühendisliği,6.0,ANKARA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2022,35.0,,,,535.36269,1879.0
104800535,HACETTEPE ÜNİVERSİTESİ (ANKARA),Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,6.0,ANKARA,DEVLET,,,SAY,yokatlas_api,2026-07-22,2025,120.0,,,,513.70186,5923.0
104800535,HACETTEPE ÜNİVERSİTESİ (ANKARA),Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,6.0,ANKARA,DEVLET,,,SAY,yokatlas_api,2026-07-22,2024,120.0,,,3.0,519.70108,4377.0
104800535,HACETTEPE ÜNİVERSİTESİ (ANKARA),Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,6.0,ANKARA,DEVLET,,,SAY,yokatlas_api,2026-07-22,2023,120.0,,,,532.42525,3388.0
104800535,HACETTEPE ÜNİVERSİTESİ (ANKARA),Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,6.0,ANKARA,DEVLET,,,SAY,yokatlas_api,2026-07-22,2022,115.0,,,,528.35762,3576.0
104010122,GALATASARAY ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (Fransızca),Bilgisayar Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2025,25.0,,,,509.93038,7113.0
104010122,GALATASARAY ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (Fransızca),Bilgisayar Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2024,30.0,,,1.0,517.63128,4886.0
104010122,GALATASARAY ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (Fransızca),Bilgisayar Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2023,30.0,,,,532.57748,3346.0
104010122,GALATASARAY ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (Fransızca),Bilgisayar Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2022,30.0,,,,529.96125,3131.0
110110031,YILDIZ TEKNİK ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği,Bilgisayar Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2025,100.0,,,,509.08812,7395.0
110110031,YILDIZ TEKNİK ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği,Bilgisayar Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2024,100.0,,,3.0,514.28196,5725.0
110110031,YILDIZ TEKNİK ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği,Bilgisayar Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2023,115.0,,,,527.29304,5039.0
110110031,YILDIZ TEKNİK ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği,Bilgisayar Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2022,110.0,,,,524.01624,5056.0
109610137,TÜRK-ALMAN ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (Almanca),Bilgisayar Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2025,50.0,,,,497.78494,12073.0
109610137,TÜRK-ALMAN ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (Almanca),Bilgisayar Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2024,55.0,,,2.0,506.22268,8262.0
109610137,TÜRK-ALMAN ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (Almanca),Bilgisayar Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2023,55.0,,,,526.09257,5478.0
109610137,TÜRK-ALMAN ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (Almanca),Bilgisayar Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2022,50.0,,,,521.34753,6131.0
206100633,YEDİTEPE ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2025,14.0,,,,497.09675,12408.0
206100633,YEDİTEPE ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2024,14.0,2.0,1.0,,513.5341,5946.0
206100633,YEDİTEPE ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2023,14.0,,,,531.39539,3677.0
206100633,YEDİTEPE ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2022,13.0,,,,531.02104,2851.0
203910372,KOÇ ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (%50 İndirimli),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2025,30.0,,,,493.73277,14086.0
203910372,KOÇ ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (%50 İndirimli),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2024,20.0,,,,0.0,
200510437,BAHÇEŞEHİR ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2025,11.0,,,,492.0799,14967.0
200510437,BAHÇEŞEHİR ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2024,15.0,2.0,1.0,,503.30657,9295.0
200510437,BAHÇEŞEHİR ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2023,15.0,,,,527.84139,4867.0
200510437,BAHÇEŞEHİR ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2022,13.0,,,,528.01669,3700.0
105810068,İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,35.0,İZMİR,DEVLET,,,SAY,yokatlas_api,2026-07-22,2025,95.0,,,,490.61294,15791.0
105810068,İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,35.0,İZMİR,DEVLET,,,SAY,yokatlas_api,2026-07-22,2024,95.0,,,3.0,499.30937,10795.0
105810068,İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,35.0,İZMİR,DEVLET,,,SAY,yokatlas_api,2026-07-22,2023,95.0,,,,518.96186,8381.0
105810068,İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,35.0,İZMİR,DEVLET,,,SAY,yokatlas_api,2026-07-22,2022,90.0,,,,513.66426,9617.0
105590139,İSTANBUL TEKNİK ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,999.0,KIBRIS,DEVLET,,,SAY,yokatlas_api,2026-07-22,2025,6.0,,,,489.31128,16525.0
105590139,İSTANBUL TEKNİK ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,999.0,KIBRIS,DEVLET,,,SAY,yokatlas_api,2026-07-22,2024,5.0,,,,409.14363,73278.0
105590139,İSTANBUL TEKNİK ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,999.0,KIBRIS,DEVLET,,,SAY,yokatlas_api,2026-07-22,2023,5.0,,,,522.63536,6806.0
105590139,İSTANBUL TEKNİK ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,999.0,KIBRIS,DEVLET,,,SAY,yokatlas_api,2026-07-22,2022,7.0,,,,507.86648,12716.0
107210508,MARMARA ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2025,85.0,,,,486.37279,18272.0
107210508,MARMARA ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2024,85.0,,,3.0,499.00975,10901.0
107210508,MARMARA ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2023,85.0,,,,521.30295,7387.0
107210508,MARMARA ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2022,80.0,,,,519.32263,7006.0
205410326,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ (ANKARA),Bilgisayar Mühendisliği (%50 İndirimli),Bilgisayar Mühendisliği,6.0,ANKARA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2025,25.0,,,,486.0275,18504.0
205410326,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ (ANKARA),Bilgisayar Mühendisliği (%50 İndirimli),Bilgisayar Mühendisliği,6.0,ANKARA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2024,25.0,,,,503.5903,9175.0
205410326,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ (ANKARA),Bilgisayar Mühendisliği (%50 İndirimli),Bilgisayar Mühendisliği,6.0,ANKARA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2023,25.0,,,,524.16967,6158.0
205410326,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ (ANKARA),Bilgisayar Mühendisliği (%50 İndirimli),Bilgisayar Mühendisliği,6.0,ANKARA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2022,25.0,,,,520.9785,6275.0
101111022,ANKARA ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,6.0,ANKARA,DEVLET,,,SAY,yokatlas_api,2026-07-22,2025,80.0,,,,484.93581,19192.0
101111022,ANKARA ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,6.0,ANKARA,DEVLET,,,SAY,yokatlas_api,2026-07-22,2024,80.0,,,2.0,492.56822,13485.0
101111022,ANKARA ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,6.0,ANKARA,DEVLET,,,SAY,yokatlas_api,2026-07-22,2023,80.0,,,,514.64455,10400.0
101111022,ANKARA ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,6.0,ANKARA,DEVLET,,,SAY,yokatlas_api,2026-07-22,2022,75.0,,,,509.55009,11746.0
104410207,GEBZE TEKNİK ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,41.0,KOCAELİ,DEVLET,,,SAY,yokatlas_api,2026-07-22,2025,95.0,,,,479.99568,22294.0
104410207,GEBZE TEKNİK ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,41.0,KOCAELİ,DEVLET,,,SAY,yokatlas_api,2026-07-22,2024,95.0,,,3.0,491.50954,13973.0
104410207,GEBZE TEKNİK ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,41.0,KOCAELİ,DEVLET,,,SAY,yokatlas_api,2026-07-22,2023,95.0,,,,515.97355,9764.0
104410207,GEBZE TEKNİK ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,41.0,KOCAELİ,DEVLET,,,SAY,yokatlas_api,2026-07-22,2022,90.0,,,,513.02709,9926.0
206710549,TED ÜNİVERSİTESİ (ANKARA),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,6.0,ANKARA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2025,11.0,,,,477.45865,23985.0
206710549,TED ÜNİVERSİTESİ (ANKARA),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,6.0,ANKARA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2024,12.0,2.0,1.0,,0.0,
105690865,İSTANBUL ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2025,35.0,,,,475.65881,25286.0
105690865,İSTANBUL ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2024,35.0,,,1.0,484.70086,17310.0
105690865,İSTANBUL ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2023,35.0,,,,506.97637,14431.0
105690865,İSTANBUL ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2022,30.0,,,,0.0,
200690573,BAŞKENT ÜNİVERSİTESİ (ANKARA),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,6.0,ANKARA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2025,10.0,,,,475.41982,25461.0
200690573,BAŞKENT ÜNİVERSİTESİ (ANKARA),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,6.0,ANKARA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2024,7.0,1.0,1.0,,481.95186,18714.0
200690573,BAŞKENT ÜNİVERSİTESİ (ANKARA),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,6.0,ANKARA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2023,7.0,,,,509.90736,12784.0
200690573,BAŞKENT ÜNİVERSİTESİ (ANKARA),Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,6.0,ANKARA,VAKIF,,,SAY,yokatlas_api,2026-07-22,2022,6.0,,,,499.57559,17820.0
109610207,TÜRK-ALMAN ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (Almanca),Bilgisayar Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2025,10.0,,,,473.5174,26797.0
109610207,TÜRK-ALMAN ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (Almanca),Bilgisayar Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2024,10.0,,,,483.57769,17890.0
109610207,TÜRK-ALMAN ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (Almanca),Bilgisayar Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2023,10.0,,,,501.80074,17540.0
109610207,TÜRK-ALMAN ÜNİVERSİTESİ (İSTANBUL),Bilgisayar Mühendisliği (Almanca),Bilgisayar Mühendisliği,34.0,İSTANBUL,DEVLET,,,SAY,yokatlas_api,2026-07-22,2022,10.0,,,,491.96428,22882.0
103490617,EGE ÜNİVERSİTESİ (İZMİR),Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,35.0,İZMİR,DEVLET,,,SAY,yokatlas_api,2026-07-22,2025,120.0,,,,469.88576,29487.0
103490617,EGE ÜNİVERSİTESİ (İZMİR),Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,35.0,İZMİR,DEVLET,,,SAY,yokatlas_api,2026-07-22,2024,120.0,,,3.0,484.53667,17383.0
103490617,EGE ÜNİVERSİTESİ (İZMİR),Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,35.0,İZMİR,DEVLET,,,SAY,yokatlas_api,2026-07-22,2023,,,,,0.0,
103490617,EGE ÜNİVERSİTESİ (İZMİR),Bilgisayar Mühendisliği (İngilizce),Bilgisayar Mühendisliği,35.0,İZMİR,DEVLET,,,SAY,yokatlas_api,2026-07-22,2022,,,,,505.75981,13889.0
203510022,İZMİR EKONOMİ ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,35.0,İZMİR,VAKIF,,,SAY,yokatlas_api,2026-07-22,2025,10.0,,,,469.47468,29827.0
203510022,İZMİR EKONOMİ ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,35.0,İZMİR,VAKIF,,,SAY,yokatlas_api,2026-07-22,2024,11.0,2.0,1.0,,482.8602,18246.0
203510022,İZMİR EKONOMİ ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,35.0,İZMİR,VAKIF,,,SAY,yokatlas_api,2026-07-22,2023,11.0,,,,513.77539,10798.0
203510022,İZMİR EKONOMİ ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,35.0,İZMİR,VAKIF,,,SAY,yokatlas_api,2026-07-22,2022,10.0,,,,510.29298,11357.0
203110935,İSTANBUL MEDİPOL ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce) (Burslu),Bilgisayar Mühendisliği,34.0,İSTANBUL,VAKIF,,,SAY,yokatlas_api,2026-07-22,2025,3.0,,,,469.39016,29897.0
